-1104.9524,-984.37805,-1668.06,-1663.7573,-1588.5603,-1405.0875,-1071.0269,-1180.1656,-967.6002,-1244.8861
-1718.028,-1417.8672,-1443.4622,-1186.357,-1080.494,-1392.4672,-1188.7087,-1821.5148,-1073.9008,-1102.8273
-916.89813,-1347.6007,-1803.3013,-1721.3464,-1198.9014,-1388.0251,-1055.609,-1054.9994,-1349.9087,-1291.8661
-1185.7777,-1073.4574,-1562.6876,-1433.1321,-1102.5531,-1768.8319,-959.53174,-1487.8743,-920.5945,-1044.2996
-1178.1349,-1306.5631,-1201.9486,-1384.8969,-1293.0854,-1492.8477,-986.90955,-1149.9375,-971.75916,-1618.2795
-1168.2455,-1073.2682,-758.4507,-1179.8732,-1112.7592,-1161.9441,-979.7183,-1578.1428,-900.72797,-1181.1122
-1052.7437,-990.384,-1069.3193,-1583.9269,-1571.815,-1238.8525,-1466.3994,-1273.7485,-1436.648,-1414.4491
-1031.3129,-1066.1918,-894.462,-1864.663,-1622.5768,-1278.0897,-983.2333,-1527.8042,-1000.29663,-1797.6884
-1283.6625,-1297.5519,-867.0064,-1317.3397,-1195.4656,-1410.0027,-1263.0725,-1518.7833,-908.4784,-1494.6
-930.6271,-1178.5562,-1317.5753,-1779.0938,-1096.0896,-1549.6658,-977.8199,-1494.906,-957.08466,-1349.4996
-1136.0166,-1421.2869,-1162.3258,-1680.9631,-1562.8639,-1346.2593,-985.99194,-1129.4287,-1008.10876,-1489.4318
-1299.411,-1012.5361,-1410.2528,-1741.0774,-1173.8015,-1822.804,-1056.4395,-1763.959,-1578.8301,-1167.4812
-1141.0494,-935.12915,-1779.9127,-1619.208,-1302.004,-1447.5211,-1032.8169,-1412.0271,-1036.3181,-1600.21
-1780.745,-1014.23645,-1179.5865,-1925.6355,-1480.5042,-1901.39,-965.945,-1910.1185,-1689.9655,-1239.9119
-1059.2815,-1227.163,-929.2933,-1328.7928,-1123.335,-1686.6394,-1031.7814,-1767.0304,-1679.5066,-1591.3726
-1070.6663,-1515.6046,-915.17126,-1444.426,-1167.6176,-1444.7161,-977.15173,-890.1506,-1070.0387,-1455.1461
